path,filename,datetime,date,time,hour,day_of_week,day_name,month,year
/Volumes/MacShare/FURUNO_data/PNG_data/Unknown_20250814_0947_1_GainRamping_40_75_None/20250814_100336_849_75_1.png,20250814_100336_849_75_1.png,2025-08-14 10:03:36,2025-08-14,10:03:36,10,3,Thursday,8,2025
/Volumes/MacShare/FURUNO_data/PNG_data/Unknown_20250814_0947_1_GainRamping_40_75_None/20250814_100338_077_40_1.png,20250814_100338_077_40_1.png,2025-08-14 10:03:38,2025-08-14,10:03:38,10,3,Thursday,8,2025
/Volumes/MacShare/FURUNO_data/PNG_data/Unknown_20250814_0947_1_GainRamping_40_75_None/20250814_100339_306_50_1.png,20250814_100339_306_50_1.png,2025-08-14 10:03:39,2025-08-14,10:03:39,10,3,Thursday,8,2025
/Volumes/MacShare/FURUNO_data/PNG_data/Unknown_20250814_0947_1_GainRamping_40_75_None/20250814_100340_521_75_1.png,20250814_100340_521_75_1.png,2025-08-14 10:03:40,2025-08-14,10:03:40,10,3,Thursday,8,2025
/Volumes/MacShare/FURUNO_data/PNG_data/Unknown_20250814_0947_1_GainRamping_40_75_None/20250814_100341_746_40_1.png,20250814_100341_746_40_1.png,2025-08-14 10:03:41,2025-08-14,10:03:41,10,3,Thursday,8,2025
/Volumes/MacShare/FURUNO_data/PNG_data/Unknown_20250814_0947_1_GainRamping_40_75_None/20250814_100342_974_50_1.png,20250814_100342_974_50_1.png,2025-08-14 10:03:42,2025-08-14,10:03:42,10,3,Thursday,8,2025
/Volumes/MacShare/FURUNO_data/PNG_data/Unknown_20250814_0947_1_GainRamping_40_75_None/20250814_100344_193_75_1.png,20250814_100344_193_75_1.png,2025-08-14 10:03:44,2025-08-14,10:03:44,10,3,Thursday,8,2025
/Volumes/MacShare/FURUNO_data/PNG_data/Unknown_20250814_0947_1_GainRamping_40_75_None/20250814_100345_426_40_1.png,20250814_100345_426_40_1.png,2025-08-14 10:03:45,2025-08-14,10:03:45,10,3,Thursday,8,2025
/Volumes/MacShare/FURUNO_data/PNG_data/Unknown_20250814_0947_1_GainRamping_40_75_None/20250814_100346_645_50_1.png,20250814_100346_645_50_1.png,2025-08-14 10:03:46,2025-08-14,10:03:46,10,3,Thursday,8,2025
/Volumes/MacShare/FURUNO_data/PNG_data/Unknown_20250814_0947_1_GainRamping_40_75_None/20250814_100347_866_75_1.png,20250814_100347_866_75_1.png,2025-08-14 10:03:47,2025-08-14,10:03:47,10,3,Thursday,8,2025
/Volumes/MacShare/FURUNO_data/PNG_data/Unknown_20250814_0947_1_GainRamping_40_75_None/20250814_100349_088_40_1.png,20250814_100349_088_40_1.png,2025-08-14 10:03:49,2025-08-14,10:03:49,10,3,Thursday,8,2025
/Volumes/MacShare/FURUNO_data/PNG_data/Unknown_20250814_0947_1_GainRamping_40_75_None/20250814_100350_316_50_1.png,20250814_100350_316_50_1.png,2025-08-14 10:03:50,2025-08-14,10:03:50,10,3,Thursday,8,2025
/Volumes/MacShare/FURUNO_data/PNG_data/Unknown_20250814_0947_1_GainRamping_40_75_None/20250814_100351_536_75_1.png,20250814_100351_536_75_1.png,2025-08-14 10:03:51,2025-08-14,10:03:51,10,3,Thursday,8,2025
/Volumes/MacShare/FURUNO_data/PNG_data/Unknown_20250814_0947_1_GainRamping_40_75_None/20250814_100352_760_40_1.png,20250814_100352_760_40_1.png,2025-08-14 10:03:52,2025-08-14,10:03:52,10,3,Thursday,8,2025
